,PATIENT_NAME,ECG_P_Onsets,ECG_P_Peaks,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Onsets,ECG_T_Peaks,ECG_T_Offsets
325,patient050,57338.69536423841,57408.112582781454,57437.807947019865,57123.76973684211,57095.98026315789,57308.28844086021,57232.80286084295,56927.76821192053,57023.258278145695,57088.62913907285
326,patient133,58533.80682162326,58580.30545881284,58619.7773697759,58182.785751488096,58038.78159722222,58298.28576501623,58271.51818181818,57937.49647940642,58036.345510296786,58110.37299364022
327,patient229,60130.07824675325,60188.72142857143,60224.41525974026,59861.71304347826,59827.75816169259,60027.85667971618,59974.52075040036,59655.64350649351,59753.51298701299,59823.46103896104
328,patient229,61501.28333333333,61560.00833333333,61592.34166666667,61203.05785123967,61176.85950413223,60960.34063461993,61203.55012401819,60951.01666666667,61050.98333333333,61125.25833333333
329,patient045,58169.16049382716,58227.345679012345,58272.59259259259,57972.89570552147,57941.22085889571,58123.73888335579,58202.06725589226,58050.52469135803,58114.67901234568,58171.92592592593
330,patient045,58140.98286756563,58208.099570060585,58242.051397303105,57824.12025316456,57782.14228723405,57922.02283029904,57967.10119047619,57559.064458341476,57658.566510325065,57730.799980457305
331,patient045,58042.178046050525,58163.101665283866,58143.75279820914,57846.24129912991,57912.23830306316,58069.70970847085,58025.85833333333,57782.660657179404,57804.09778357236,57929.07423249121
332,patient045,57904.226351351346,57957.69648932149,58002.993314118314,57649.79126213592,57619.85922330097,57769.597198918724,57729.23846326165,57455.14992618669,57575.989179739176,57619.06075403134
333,patient291,60910.25563442768,60973.27553978113,61006.72993197279,60495.85004359198,60427.3550295858,60721.000191570885,60718.3550295858,60438.15303164744,60536.06607512571,60619.65439219166
334,patient046,58619.852403846155,58659.97916666666,58721.80456730769,58347.579109572805,58342.30483921693,58505.19310344828,58470.441379310345,58238.911057692305,58273.3125,58383.02524038461
335,patient046,58789.801169590646,58836.19298245614,58877.32748538012,58590.76744186047,58575.52536231883,58710.56976744186,58678.51162790698,58388.37226277372,58537.79532163743,58584.01169590643
336,patient046,58391.35789473685,58438.6947368421,58475.347368421055,58217.33507853403,58211.48822843823,58330.955582878654,58268.45527622948,57962.85114503816,58115.86842105263,58134.17072645894
337,patient046,57711.29145728643,57759.20100502513,57795.9296482412,57544.39,57533.46633986928,57667.815,57634.33,57411.29357110984,57470.12060301508,57538.80661375662
338,patient207,56464.82327253089,56051.479397587376,56541.840191719915,55546.87785118314,55319.1732200393,54552.34602862172,54025.89313470059,56185.86857923154,55696.62357198906,56245.07419816175
339,patient154,19268.242630385488,19461.570541259985,19470.81480677377,19124.884137931032,18919.12121212121,19316.398897058825,19268.272727272728,18975.907077724707,19047.40039929015,19136.915110725142
340,patient047,57936.10926566554,57991.56258353644,58038.82087821369,57763.59888190076,57730.24109014675,57877.49302626711,57849.1376146789,57615.07229341929,57704.6626503656,57789.880567756925
341,patient047,57730.48061548834,57795.02852292429,57836.24979531882,57607.181759656654,57602.66687871078,57740.30491612689,57700.73611111111,57523.73171113466,57612.25534579079,57679.19432671933
342,patient047,56464.82327253089,56051.479397587376,56541.840191719915,55546.87785118314,55319.1732200393,54552.34602862172,54025.89313470059,56185.86857923154,55696.62357198906,56245.07419816175
343,patient210,60957.78747877103,61025.808167361436,61060.46062992126,60660.35368628641,60531.4978272929,60771.97459041262,60725.890510948906,60369.476841130156,60469.44140805928,60549.60737995986
344,patient288,59396.373959218356,59577.972727272725,59626.09090909091,59744.00900900901,59683.95895895896,59763.398148148146,59914.81081081081,59386.17442650807,59563.38181818182,59638.25454545455
345,patient215,60441.3791532358,60496.61681750558,60536.83644309447,60133.289505796216,60104.28007931665,60245.39386684907,60206.75675675676,59791.588457723774,59868.6113935036,60062.4644993354
346,patient213,60176.67251461988,60232.80701754386,60274.54970760234,60012.732558139534,59988.94224940463,60143.70930232558,60094.33139534884,59832.54385964912,59932.50292397661,60007.88304093568
347,patient010,57460.52,57512.88,57546.846666666665,57227.112582781454,57210.36380952381,57369.38410596026,57318.94039735099,57085.352659454584,57157.74,57243.86666666667
348,patient010,58245.93452380953,58295.52976190476,58327.29166666666,58036.6449704142,58005.27093085719,58173.863905325445,58119.76331360947,57884.150511875516,57989.33928571428,58083.60119047619
349,patient010,57947.27878787879,58005.52727272728,58040.29696969697,57766.36746987952,57745.419869352205,57866.42168674699,57826.132530120485,57579.97388333823,57669.55757575758,57757.97575757576
350,patient091,58081.03195810854,58148.03402094572,58181.75353855919,57830.3846201899,57835.878353701366,57987.474312058264,57950.36842105263,57555.83773405268,57655.79758806728,57723.38359251032
351,patient091,58213.328222703225,58277.5284992785,58176.02897102897,58010.56762355726,57982.38002367564,58152.766485036824,58133.63905325444,57757.3673039923,57844.87337662338,57915.642676767675
352,patient091,58195.528539659004,58248.21908135724,58296.46768363216,57976.14126818138,57947.802310105515,58114.96936383478,58063.744680851065,57942.728148496244,58094.64827935223,58158.56330730673
353,patient091,58161.99735849057,58215.64335849056,58254.60883018868,57786.70238095238,57846.06925733046,58055.69112133606,58100.44642857143,57731.59469746259,57847.3998490566,57869.04215647535
354,patient222,60460.16516357206,60536.785013262604,60575.07488947834,60412.88961038961,60386.06493506493,60520.30855116515,60502.68831168831,60188.414408867,60289.36193633953,60370.63974358975
355,patient256,56464.82327253089,56051.479397587376,56541.840191719915,55546.87785118314,55319.1732200393,54552.34602862172,54025.89313470059,56185.86857923154,55696.62357198906,56245.07419816175
356,patient012,57945.475,58004.625,58040.65,57609.10743801653,57616.16115527465,57782.305785123965,57740.26446280992,57384.91453731343,57378.55833333333,57557.315552238804
357,patient012,58100.51666666666,58133.21308103661,58201.28660130719,57901.86138613861,57863.181457431456,58073.61386138614,58028.94059405941,57857.32305882353,57817.0351935646,58002.60305882353
358,patient119,19493.130434782608,19550.02173913044,19582.91304347826,19286.1984448952,19291.23404255319,19405.689486139283,19387.488714733547,19160.760869565216,19251.978260869564,19324.260869565216
359,patient094,57765.52112676056,57831.140845070426,57865.25821596244,57655.378504672895,57633.54672897196,57787.88113516639,57831.28971962617,57598.4647887324,57675.86854460094,57716.7323943662
360,patient094,58083.955357142855,58183.57831632653,58187.87976190476,57852.17674418604,57834.91627906977,58055.69112133606,58018.86511627907,57793.02380952381,57782.670238095234,57950.76309523809
361,patient094,57619.715025906735,57695.751295336784,57726.891191709845,57481.54639175258,57489.34905591866,57614.95379629629,57610.22164948453,57363.16062176166,57456.68393782384,57515.47668393782
362,patient094,57914.185122987255,58043.13418456388,58011.691346438805,57799.37234042553,57762.24362947659,58055.69112133606,58015.62234042553,57770.279088050316,57800.78895537272,57926.95017534328
363,patient238,60716.72435897436,60778.51282051282,60812.929487179485,60474.4076433121,60451.55414012739,60556.01118744335,60542.261146496814,60284.14102564102,60384.08974358974,60449.82051282052
364,patient149,19375.607034303084,18971.848588863464,19470.81480677377,18878.491228070176,18975.706781914894,19188.535635964916,19096.300298618888,18975.907077724707,18932.7170099161,19136.915110725142
365,patient149,19076.749871991808,19096.17543859649,19274.309540150993,19093.44827586207,19041.841856060604,19188.535635964916,19211.93103448276,18900.594371997257,19017.91228070176,19042.1540837337
366,patient090,58080.91891891892,58140.59459459459,58190.2072072072,57734.15178571428,57705.90178571428,57863.573312672175,57815.99107142857,57433.03603603604,57532.47747747748,57620.27027027027
367,patient090,58779.12035867643,58827.79,58881.56,58516.39603960396,58487.9504950495,58574.45184899846,58606.43564356436,58145.9835989836,58240.71,58309.43
368,patient090,57012.29032258064,57070.87903225807,57121.95967741936,56728.512,56701.464,57201.09027777778,56807.032,56459.23387096774,56558.02419354839,56648.6935483871
369,patient090,58178.77118644068,58241.483050847455,58289.03389830508,57939.58823529412,57910.57983193277,58059.59527425135,58031.403361344535,57671.20338983051,57771.1186440678,57845.81355932204
370,patient110,19345.13333333333,19294.037368421054,19335.73789473684,19269.587431693988,19206.978723404256,19418.52055702918,19438.25531914893,19157.761578947368,19251.60105263158,19317.93736842105
371,patient158,58287.659420289856,58343.85507246377,58389.391304347824,58011.6762589928,57943.356464116034,58131.6690647482,58093.82014388489,57696.63980263158,57794.11594202898,57870.67304002193
372,patient158,58148.78358208955,58209.55970149254,58243.74626865672,57862.585185185184,57881.64480444785,58136.066784123395,58227.14814814815,58057.10940450254,58068.25373134328,58184.0100217865
373,patient003,57901.38700828157,57947.86131386861,57984.48905109489,57664.02173913043,57645.27536231884,57885.26668093694,57936.862318840576,57553.97865769497,57737.04379562044,57750.67661498708
374,patient173,57626.86507936508,57690.57142857143,57726.77777777778,57510.38582677166,57489.34905591866,57614.95379629629,57591.65354330709,57276.00793650794,57376.00793650794,57443.34126984127
375,patient157,61451.77281420765,61465.78313253012,61543.99050546448,61120.58177114829,61097.20927962517,61638.285485805674,61108.151718840025,61277.48192771084,61370.03614457831,61440.72289156626
376,patient144,57855.60052732503,57882.54263565892,57992.840954118874,57703.073369565216,57710.8008017268,57916.48846167693,57934.17692307692,57607.16390121552,57720.558139534885,57798.03100775194
377,patient285,57038.96823821339,57098.45105459057,57140.51060794045,50498.25490196078,56681.94939130435,57201.09027777778,50683.470588235294,56500.26693548387,56599.62748138957,56682.47754342432
378,patient214,59798.55897435897,59848.49230769231,59879.717948717946,59652.09693877551,59687.990706605226,59841.357923497264,59722.505102040814,59494.205128205125,59594.15384615384,59660.73333333333
379,patient080,58759.81081081081,58824.11711711712,58851.32432432433,58420.24107142857,58449.45829837221,58506.16207627118,58491.392857142855,58122.02702702703,58216.0990990991,58309.24324324324
380,patient080,58010.11875,58064.775,58094.775,57830.2298136646,57801.27950310559,57920.068322981366,57886.50310559006,57712.63125,57776.46875,57828.15
381,patient080,57293.5014651548,57261.666186377246,57401.60201936553,57007.235401002516,56994.49425287356,57201.629166666666,57072.5459770115,56739.55792771786,56832.242009730544,56858.71333927889
382,patient080,57911.131868131866,57981.17032967033,58038.895604395606,58089.25136612022,58062.34426229508,58055.69112133606,58145.62841530055,57901.445054945056,57981.17032967033,58054.75274725275
383,patient262,61181.80109126984,61247.888392857145,61290.763392857145,61090.925191240436,60991.64235941746,61050.13369467028,61280.145161290326,60732.09226190476,60832.03869047619,60903.65773809524
384,patient017,58126.27450980392,58181.705882352944,58220.2614379085,57912.05844155844,57875.18831168831,58044.830322505935,58011.052575510716,57661.07769491525,57796.99346405229,57827.46277966102
385,patient017,57038.96823821339,57098.45105459057,57140.51060794045,56694.17391304348,56662.434782608696,57201.629166666666,56860.58088549618,56500.26693548387,56599.62748138957,56682.47754342432
386,patient017,57242.97191011236,57301.12359550562,57344.82584269663,57097.88826815642,57057.35195530726,57336.121774193554,57120.37162796153,56888.25054431643,57027.60112359551,57125.8261974434
387,patient017,58087.86666666667,58142.3,58182.083333333336,57773.157024793385,57736.52892561984,58000.53308080808,57980.42523448773,57862.675,57932.78333333333,58000.38333333333
388,patient181,19106.905673758865,18883.871980676333,19201.99054373522,18888.912280701756,18852.9861379755,19093.714530892452,18952.52380952381,18975.907077724707,18829.138647342996,18969.125768321515
389,patient181,19246.250707413696,19370.717368421054,19411.14789473684,19258.475686274513,19270.466457680253,19429.399698340872,19384.809523809523,19135.92543859649,19225.02105263158,19293.747368421053
390,patient067,57732.66044776119,57809.32089552239,57885.64049049049,57660.93680297398,57636.483271375466,57787.88113516639,57713.82899628253,57563.41417910448,57637.65298507463,57719.94613363364
391,patient067,58003.0,58073.74789915967,58108.34453781512,57678.583333333336,57654.34166666667,57835.87818627451,57773.85,57421.0,57519.62184873949,57587.08306992521
392,patient067,58045.66860465116,58115.09302325582,58147.83720930233,57865.61849710983,57837.98265895954,57953.835444522636,57928.601156069366,57697.348837209305,57795.86046511628,57865.44186046512
393,patient113,50555.921757035,38344.14074074074,50661.017072752235,38273.125,50216.41739130435,31819.91591784339,38358.05882352941,49973.356297185994,38199.59259259259,38251.23703703703
394,patient113,19135.015873015876,19187.06349206349,19204.004668930393,19031.13641863279,19041.841856060604,19301.536437246963,19224.734375,18995.252546689306,19055.349206349205,19141.181239388796
395,patient170,57854.85,57904.96111111111,57935.28888888889,57659.25414364641,57616.16115527465,57779.20994475138,57736.26519337016,57515.98333333333,57615.98333333333,57693.28333333333
396,patient023,57661.35238095238,57728.57142857143,57762.47619047619,57248.160377358494,57199.877358490565,57487.552278510295,57395.6320754717,56937.23809523809,57025.73333333333,57087.561904761904
397,patient023,58262.21875,58327.796875,58367.148482362594,57899.18931997259,57929.51937984496,58102.64146306717,58079.52713178295,57708.9375,57808.6875,57885.0390625
398,patient023,57811.70476190476,57881.04761904762,57913.74285714285,57438.82075471698,57394.43396226415,57547.52633477634,57567.53773584906,57108.09523809524,57207.37142857143,57284.08571428571
399,patient007,57682.92307692308,57758.5,57787.0,57374.64122137405,57371.53246753247,57494.80152671756,57461.236641221374,57088.58087367179,57268.28461538462,57255.53032762692
400,patient007,58724.65,58794.87,58829.95,58289.62376237624,58283.42615815557,58506.16207627118,58396.67326732673,58003.87,58098.87,58259.6511988425
401,patient007,57902.48226950355,57976.46808510638,58009.624113475176,57633.85211267605,57615.925705400485,57767.581712962965,57720.08450704225,57433.59574468085,57527.92907801418,57622.283996683254
402,patient007,57792.55555555556,57860.56296296296,57891.7037037037,57499.52941176471,57500.44088669951,57618.94117647059,57587.580882352944,57311.65244482496,57402.65185185185,57477.87407407408
403,patient280,60690.83805309735,60728.39024390244,60765.03252032521,60367.48387096774,60341.45161290323,60530.41329439578,60656.66129032258,60098.830172777074,60150.46341463415,60253.94591234725
404,patient125,18999.54126984127,18847.52173913044,19033.874551971327,18809.0,18786.85106382979,19093.714530892452,19060.72340425532,18900.594371997257,18847.52173913044,18943.9394265233
405,patient194,56464.82327253089,56051.479397587376,56541.840191719915,55546.87785118314,55319.1732200393,54552.34602862172,54025.89313470059,56185.86857923154,55696.62357198906,56245.07419816175
406,patient107,19474.01754385965,19519.280701754386,19551.877192982454,19301.96551724138,19257.896551724138,19394.810344827587,19366.41379310345,19179.087719298244,19277.01754385965,19336.894736842107
407,patient038,58030.05755395684,58101.23741007194,58133.45323741008,57787.91428571429,57712.6483853386,57921.76990489999,57915.91428571429,57586.75539568345,57686.6690647482,57757.1654676259
408,patient038,58363.8407079646,58436.38053097345,58468.41592920354,58034.09649122807,57970.92486849391,58183.442090513636,58150.41228070176,57748.06194690266,57847.61946902655,57921.36283185841
409,patient038,58123.00775193799,58198.93023255814,58229.976744186046,57822.75384615385,57843.04544112219,57962.225871151706,58017.2437283523,57597.56589147287,57697.217054263565,57770.86046511628
410,patient251,60489.5,60543.71052631579,60595.80921052631,60283.47712418301,60255.1045751634,60420.24729022044,60388.61771072065,60080.85526315789,60180.83552631579,60247.40789473684
411,patient251,60475.11038961039,60526.32467532468,60583.506493506495,60273.89032258064,60248.47096774194,60420.24729022044,60388.61771072065,60077.545454545456,60177.32467532468,60244.668831168834
412,patient251,59936.81818181818,59991.66233766234,60044.168831168834,59735.37419354839,59706.52903225806,59841.357923497264,59845.58064516129,59534.41558441558,59634.35064935065,59700.66233766234
413,patient236,59960.416,60025.736,60060.224,59694.80952380953,59669.45238095238,59841.357923497264,59758.769841269845,59441.248,59541.224,59616.2
414,patient236,60024.3305785124,60088.23140495868,60122.44628099174,59740.94262295082,59716.3524590164,60027.85667971618,59804.19672131148,59480.31404958678,59580.21487603306,59654.26446280992
415,patient236,60479.41803278688,60543.59016393442,60577.77868852459,60175.41463414634,60149.52845528456,60420.24729022044,60239.04878048781,59909.38524590164,60009.38524590164,60085.05737704918
416,patient252,60415.20661157025,60488.66115702479,60532.81818181818,60644.901639344265,60618.90983606558,60556.01118744335,60759.24590163935,60380.77685950413,60479.59504132231,60548.39669421488
417,patient244,60342.5472972973,60391.14189189189,60429.4527027027,60104.03355704698,60074.93288590604,60113.90673449612,60203.61744966443,59874.60810810811,59974.60810810811,60039.87162162162
418,patient281,60386.71808909555,60431.3197840108,60465.8176841158,60030.715317706025,60004.25740822645,60102.68674071503,60139.78,59739.23788810559,59838.59805759712,59914.49100044998
419,patient026,57719.769230769234,57787.86013986014,57820.61538461538,57564.22916666666,57539.444444444445,57668.35783112583,57649.43055555556,57411.29357110984,57498.41258741259,57531.09674981104
420,patient026,58025.8695939781,58086.982390510944,58117.67582116788,57833.02,57788.80287212017,57924.46678560416,57915.91097308489,57646.822924270076,57728.70152828467,57787.41076642336
421,patient199,57264.44186046512,57340.8527131783,57386.24031007752,57374.851227539584,57434.2185140441,57473.547632747,57581.13846153846,57241.13953488372,57340.8527131783,57410.27131782946
422,patient032,58278.41216216216,58353.25,58382.94594594595,58032.718120805366,58070.360325021014,58204.53951080226,58163.590604026846,57874.80405405405,57973.81756756757,58051.04054054054
423,patient032,57838.66470588235,57917.19411764706,57946.01176470588,57632.43274853801,57584.31578947369,57775.20564351663,57745.49707602339,57479.85882352941,57579.51176470588,57637.041176470586
424,patient032,58083.05333333333,58177.018867924526,58206.65408805032,57867.9875,57822.06875,58085.94176215374,58120.91875,57905.77797619048,57960.08176100629,57984.66848785872
425,patient032,57989.238341968914,58062.19689119171,58092.25388601036,57818.9793814433,57765.4793814433,57915.18041237113,57891.63402061856,57716.31088082901,57805.60621761658,57862.68393782384
426,patient036,57756.58239530989,57785.91682904318,57828.18591255597,57540.84507042253,57496.73758278146,57668.35783112583,57636.20216216217,57411.29357110984,57448.2031586504,57521.537367724864
427,patient036,57615.65547237997,57783.459147216934,57819.87645664296,57618.95,57593.504455445545,57747.87262350369,57889.16673267327,57450.38652113652,57652.314851914925,57653.76218905473
428,patient036,58483.62676056338,58549.49295774648,58580.18309859155,58257.92982418799,58207.462114726026,58356.70888036242,58354.86750244774,58069.43661971831,58168.84507042253,58239.68309859155
429,patient006,58734.70857142857,58790.217142857146,58825.43428571429,58527.35227272727,58548.48380887681,58655.56818181818,58616.75568181818,58346.5039547503,58468.45142857143,58553.94857142857
430,patient006,57929.33766233766,57983.73376623377,58019.7077922078,57685.412903225806,57642.73154362416,57825.0,57780.04516129032,57486.94639942881,57578.23376623377,57652.75974025974
431,patient006,58695.03378378379,58741.01351351351,58772.53378378379,58417.72483221477,58381.0948520897,58519.75873776187,58564.47651006712,58218.414903846155,58356.5472972973,58411.18918918919
432,patient226,61058.53389830508,61109.68644067797,61140.661016949154,60735.97478991596,60711.87394957983,60775.092316705726,60963.015571745054,60644.84745762712,60714.26271186441,60772.254237288136
433,patient292,57038.96823821339,57098.45105459057,57140.51060794045,56761.69493129771,56841.51473809524,57194.94422043011,56763.721052631576,56500.26693548387,56599.62748138957,56682.47754342432
434,patient292,60502.7776080827,60599.72780090723,60661.148076803576,60243.37735502813,60339.893583138175,60505.913788819875,60449.0134529148,60188.152801724136,60456.460169017584,60356.09880952381
435,patient156,57246.52631578947,57323.38345864662,57363.42105263158,57307.91791044776,57270.93031699483,57377.422859670616,57339.99921736764,57069.92481203008,57169.72180451128,57239.16541353383
436,patient016,58218.17592592593,58282.77777777778,58355.42690426276,58011.65137614679,57984.66972477064,58114.96936383478,58128.30275229358,57686.0462962963,57782.0,57860.194444444445
437,patient016,57514.06091954023,57540.125,57600.97632183909,57312.84955752213,57287.62831858407,57476.40800865801,57432.21238938053,57096.43252873563,57080.169642857145,57276.74632183908
438,patient016,57607.194885361554,57659.92028985507,57704.8768115942,57465.85242258829,57416.391920520124,57517.302789802794,57574.25179856115,57269.40211640212,57351.289855072464,57414.42028985507
439,patient190,19562.39968102073,19600.449441786284,19626.7658692185,19616.735849056604,19297.983990147783,19450.673029556652,19497.26465201465,19076.151702786377,19255.945135566188,19324.283732057418
440,patient190,19562.39968102073,19600.449441786284,19626.7658692185,20439.491803278688,19297.983990147783,19450.673029556652,19497.26465201465,19076.151702786377,19255.945135566188,19324.283732057418
441,patient122,58075.18253968254,58138.43650793651,58175.15079365079,57787.55905511811,57758.37795275591,57898.813166361746,57897.97637795276,57533.78571428572,57633.78571428572,57705.98412698413
442,patient049,58280.723577235774,58341.31707317073,58372.60162601626,57980.35483870968,57957.1935483871,58088.622875932386,58085.346774193546,57712.57724056604,57855.14634146341,57890.77896521226
443,patient049,58486.089655172414,58542.979310344825,58572.92413793103,58244.22602739726,58219.20547945205,58356.70888036242,58332.6301369863,58022.206896551725,58118.096551724135,58201.65517241379
444,patient049,57418.7027027027,57478.87837837838,57522.4527027027,57370.523884531314,57414.02013422819,57455.4470875659,57452.943455059794,57248.9527027027,57345.12162162162,57411.02702702703
445,patient049,58512.688405797104,58573.384057971016,58608.63043478261,58250.30935251799,58233.659149982435,58356.70888036242,58373.0071942446,58047.49275362319,58146.536231884056,58223.30434782609
446,patient089,58681.69291338583,58728.015748031496,58758.93700787402,58400.34375,58395.953125,58494.875,58470.2265625,58125.0548312328,58167.433070866144,58259.6511988425
447,patient089,57804.216,57845.504,57882.936,57498.86507936508,57438.82956391353,57622.53968253968,57620.18253968254,57120.51795803067,57166.96,57296.309806295394
448,patient089,57969.30935251799,58012.94964028777,58050.56834532374,57746.77006587501,57745.419869352205,57843.73962035192,57819.078571428574,57550.71637504418,57634.94964028777,57728.991501976285
449,patient089,58078.24,58127.032,58164.312,57779.92970287288,57779.29883780992,58069.70970847085,58106.92857142857,57754.55762578617,57880.328,57907.874056603774
450,patient235,60536.62406015037,60591.1954887218,60629.984962406015,60256.52985074627,60225.298507462685,60420.24729022044,60322.611940298506,60009.45864661654,60109.45864661654,60184.6015037594
451,patient143,57696.38302606485,57764.48553719008,57796.28512396694,57374.41044776119,57358.36019071139,57487.552278510295,57443.3257674192,57101.445829028926,57225.98941513033,57272.820506198346
452,patient072,58042.38532110092,58090.1743119266,58139.64220183486,57681.281818181815,57655.13636363636,57835.87818627451,57761.60909090909,57405.28318584071,57494.26605504588,57580.47706422018
453,patient072,57986.99386503067,58032.88957055215,58080.98773006135,57779.17073170732,57731.3743315508,57877.49302626711,57853.689024390245,57608.19018404908,57707.134969325154,57781.93865030675
454,patient072,58681.338983050846,58725.1186440678,58774.09322033898,58344.09243697479,58318.73949579832,58506.16207627118,58469.43586189517,58080.16949152543,58179.11016949153,58256.838983050846
455,patient072,58139.700730727076,58246.4375,58296.232142857145,57852.44247787611,57822.02654867257,57991.00941003191,57956.76991150442,57525.611947387646,57633.71428571428,57695.41757398612
456,patient267,57748.54858348402,57811.91305003014,57842.064466546115,57447.72440944882,57398.190314465406,57539.570886460235,57546.051886792455,57175.3878968254,57289.63508137432,57493.371716203255
457,patient135,57713.29583333334,57769.27083333333,57803.92202380952,57400.034254207334,57383.85106382979,57476.40800865801,57489.69319142396,57113.55543154762,57267.426785714284,57493.371716203255
458,patient189,57914.185122987255,58034.28684143082,58011.691346438805,57790.621212121216,57762.24362947659,58055.69112133606,58023.07575757576,57878.39646226415,57805.232178815946,57926.95017534328
459,patient180,57181.31007751938,57259.186046511626,57299.333333333336,57245.19230769231,57110.07382711599,57349.3,57329.89230769231,56993.88372093023,57093.88372093023,57163.023255813954
460,patient180,60723.12686567164,60801.119402985074,60841.880597014926,60853.00740740741,60682.97797015766,60956.92592592593,60938.42222222222,60603.08208955224,60702.932835820895,60769.34328358209
461,patient180,60585.96875,60648.3625,60685.0125,60349.416149068325,60323.26792944352,60493.416149068325,60438.124223602485,60160.5125,60256.8625,60319.37142857143
462,patient180,60906.83916083916,60981.32167832168,61022.3986013986,60882.03070204459,60864.716502348965,60861.76765046296,61074.95138888889,60763.64335664336,60862.93706293706,60930.342657342655
463,patient180,60619.40441176471,60668.10294117647,60698.65441176471,60458.038160191616,60459.54014598541,60573.401459854016,60559.93430656935,60224.05147058824,60323.22794117647,60390.47794117647
464,patient180,58662.51304347826,58743.7652173913,58790.24347826087,58632.29612509835,58726.789855072464,59063.54310344828,59043.52586206896,58641.99130434782,58741.46956521739,58810.95652173913
465,patient180,60149.68421052631,60223.71428571428,60254.93233082707,59962.07462686567,59846.27495175076,60061.66417910448,60040.23880597015,59696.93984962406,59796.90977443609,59867.827067669175
466,patient081,57875.82894736842,57937.84868421053,57972.07236842105,57679.69281045752,57648.77777777778,57787.88113516639,57798.549019607846,57510.64473684211,57606.89473684211,57673.38815789474
467,patient081,58855.49635036496,58918.43065693431,58965.56934306569,58608.90579710145,58583.036231884056,58671.0121564482,58735.57246376811,58395.77372262774,58494.868613138686,58557.0
468,patient081,58650.96062992126,58715.40157480315,58769.6377952756,58507.69410043549,58528.953125,58646.82435936546,58736.9921875,58334.4251968504,58431.96062992126,58499.89763779528
469,patient081,58208.48051948052,58272.27922077922,58313.16233766234,58009.48387096774,57980.09032258065,58136.066784123395,58144.28387096775,57828.68831168831,57907.74675324676,57971.09090909091
470,patient294,59729.5437939291,59550.71533559898,59599.32115548004,59760.77181208054,59717.15771098968,59916.089404978746,59863.0905905906,59451.885996756006,59543.41988105353,59618.65531011045
471,patient068,58460.69047619047,58519.72023809524,58553.20238095238,58265.55029585799,58233.659149982435,58389.37869822485,58336.72781065089,58083.857142857145,58182.19047619047,58264.01190476191
472,patient239,60722.41708191541,60573.683694083695,60802.82720588236,60469.54037267081,60468.43810577959,60556.01118744335,60592.509316770185,60215.47201628586,60267.544660894666,60384.19764827419
473,patient098,57867.49127473931,57922.08544371143,57963.43767290913,57645.98387096774,57615.925705400485,57769.18585632612,57721.23387096774,57428.20665612421,57540.396201319425,57587.75847115772
474,patient098,57648.90499084249,57661.349315068495,57740.55059523809,57394.12244897959,57372.78698224852,57476.40800865801,57451.87074829932,57194.890410958906,57293.07534246575,57364.57534246575
475,patient098,57922.78534031413,57983.85340314136,58024.9109947644,57793.68229166666,57772.84865515857,57889.1753344188,58019.349049000644,57638.85593731163,57773.38743455497,57841.56544502618
476,patient098,57550.77965640547,57499.36297964891,57645.90018656716,57374.78191489362,57356.52149400987,57477.44265439203,57425.414893617024,57156.95301797945,57208.45341385739,57327.31892123287
477,patient001,57419.023073721444,57451.19736842105,57519.22420789761,57202.013071895424,57164.61437908497,57298.37908496732,57253.63398692811,56927.29103584621,57029.93421052631,57104.406222360965
478,patient001,57594.50677083334,57603.14634146341,57683.89083333334,57390.89090909091,57353.81818181818,57480.30303030303,57435.30909090909,57156.95301797945,57217.51829268293,57327.31892123287
479,patient001,19456.764705882357,19533.666666666668,19572.941176470587,19283.44230769231,19247.82692307692,19403.55769230769,19333.94230769231,18973.21568627451,19051.50980392157,19184.467120181405
480,patient278,60418.71751412429,60468.48587570622,60518.82485875706,60231.26404494382,60205.53370786517,60420.24729022044,60478.87640449438,60132.458773784354,60252.36723163842,60329.48587570622
481,patient278,60265.98876404495,60315.2808988764,60365.30337078652,60081.28491620112,60054.50279329609,60245.39386684907,60327.06703910614,60006.6797752809,60098.79775280899,60036.93150046599
482,patient278,60464.15697674418,60512.86046511628,60563.34302325582,60266.919075144506,60241.31791907515,60420.24729022044,60519.32369942196,60187.37209302326,60280.92441860465,60360.13953488372
483,patient082,58527.67597512719,58592.149491237986,58622.810429621255,58269.758599124456,58259.72727272727,58423.05369274068,58363.59005628518,58022.81515998758,58109.57696438666,58194.41775014132
484,patient082,56464.82327253089,56051.479397587376,56541.840191719915,55546.87785118314,55319.1732200393,54552.34602862172,54025.89313470059,56185.86857923154,55696.62357198906,56245.07419816175
485,patient082,57148.28888888889,57231.16296296296,57276.82222222223,57266.23529411765,57257.886900557256,57411.94113924051,57389.40441176471,57080.096296296295,57179.97777777778,57251.75555555556
486,patient082,57038.96823821339,57098.45105459057,57140.51060794045,56800.87662337662,56681.94939130435,57201.629166666666,56860.58088549618,56500.26693548387,56599.62748138957,56682.47754342432
487,patient162,19910.039743589747,19949.760256410256,19983.570192307692,19337.179487179485,19416.89057350033,19626.999564459933,20358.51724137931,19406.383012820515,19536.440384615387,19540.78237179487
