PATIENT_NAME,ECG_T_Onsets__abs_energy,ECG_T_Peaks__abs_energy,ECG_T_Offsets__abs_energy,ECG_R_Onsets__abs_energy,ECG_P_Onsets__abs_energy,ECG_Q_Peaks__abs_energy,ECG_P_Offsets__abs_energy,ECG_P_Peaks__abs_energy,ECG_S_Peaks__abs_energy,ECG_R_Offsets__abs_energy
patient084,3356696976.600076,3364842313.589792,3374039966.95017,3380797938.8317785,3412814104.4961057,3371782495.9337096,3425372068.2513423,3420251118.051039,3384425912.308635,3389339539.035672
patient033,3309776940.0889225,3321293072.2628355,3329301038.270019,3339707476.1784573,3377985950.109717,3344004800.8787894,3389909628.413535,3385712801.745255,3358541216.299123,3361331464.8782973
patient033,3310908954.235455,3323839002.165713,3329596707.7346063,3294983481.122844,3320396328.678402,3298602327.5716,3332270155.2006216,3328304138.765326,3325143815.6836,3337340069.9642854
patient033,3322620935.9243565,3334159371.9603925,3341771113.516435,3355327346.910156,3391963710.592403,3357687178.6992984,3404376614.1904883,3399323849.8797984,3371619966.094491,3375916944.985733
patient033,3305088790.5014787,3316433444.102728,3323643471.5925827,3332877748.1610813,3368739602.679992,3336213843.25309,3379668694.678849,3375906221.252419,3351227626.2235446,3347217162.3990426
patient249,3565597980.7133684,3577550506.377085,3586401891.72911,3598686435.634349,3642351085.887384,3601878139.6318865,3654588748.259144,3649476090.3564105,3616235105.019698,3608751412.8489256
patient266,3555672208.432381,3567355534.1361346,3576333393.148601,3586145534.0515776,3608831398.963737,3586431292.314911,3622119465.833105,3617800942.6068654,3596521668.186255,3603343577.560546
patient060,3315187464.7222266,3326444309.5636897,3335778779.3087816,3334556419.2003303,3361584945.799561,3338085784.85304,3372597974.6395006,3367268598.4681745,3344305395.1524334,3349071153.399437
patient050,3323632266.506304,3334497959.8925443,3341893430.228544,3346758402.966994,3383907124.2496,3349831648.326783,3395372388.990976,3391586372.579584,3364134414.041068,3370916603.409869
patient050,3309298278.209288,3307930491.2623453,3328663748.2688565,3293814152.121196,3311754948.276707,3278422658.78951,3323002755.2421265,3319226676.342656,3344404164.8427734,3321468945.9088364
patient050,3305819206.341361,3315347441.818284,3322027315.8932543,3329964815.8706365,3363683238.226332,3333220044.6127853,3375285541.6431355,3371454894.822485,3345535766.606564,3345122748.2936254
patient050,3240770793.5901494,3251651984.656112,3259111576.9785976,3259950962.210916,3287725986.072936,3263125068.947758,3299101781.7587385,3295691390.3173103,3275593723.308113,3284239924.020832
patient133,3356753498.3012314,3368217400.1905465,3376815449.459991,3368500169.290061,3426206541.0311093,3385236557.8035665,3436278298.8820906,3431652187.6478176,3395569831.213967,3398690123.1394944
patient229,3558795802.173841,3570482314.28913,3578846490.680089,3579360646.653974,3615626309.960668,3583424688.499736,3626980193.377635,3622682187.206173,3596943139.240204,3603343577.560546
patient229,3715026432.7002783,3727222565.966944,3736297206.316736,3742608138.7883344,3782407851.646945,3745814290.342189,3793616551.9834023,3789634626.000069,3745874547.783207,3716163130.288894
patient045,3369863416.941968,3377315916.707972,3383972965.931413,3357185074.619331,3383651232.556623,3360856636.4832697,3395695047.462277,3390423784.823198,3387480632.859406,3378369021.780526
patient045,3313045901.31951,3324510292.025579,3332845266.383569,3338775967.302161,3380373888.8065605,3343628883.052436,3392136550.9660974,3388182855.558088,3360184820.426906,3354960728.753684
patient045,3338835872.6227493,3341313720.572795,3355777641.4334774,3353827345.270776,3368894432.3294296,3346187632.437164,3380695989.4592533,3382946395.326147,3367000235.320069,3372091185.626074
patient045,3301094253.040591,3314994530.0254426,3319956162.176755,3320048176.9130216,3352899429.3485327,3323498432.567843,3364347233.3976545,3359094582.3483086,3332664973.5481286,3337326360.525317
patient291,3652770341.8768334,3664615295.851986,3674742498.628762,3651465235.871608,3710059241.451329,3659747872.496768,3721821096.992665,3717740330.050072,3686718637.498828,3687039864.264752
patient046,3391770761.185796,3395778949.722656,3408577636.2193866,3403824533.952115,3436287095.8487086,3404439987.947857,3448250331.6410785,3440993155.8337665,3418792515.0913672,3422857620.071772
patient046,3409202015.496244,3426673481.117917,3432086426.3861017,3431092171.471657,3456240721.560002,3432878029.426177,3466539691.8206973,3461697604.668821,3443167726.8664145,3446931002.4176583
patient046,3359692112.861852,3377454162.3331027,3379581806.053076,3388577361.769603,3409550676.791248,3389258103.646309,3419366249.857507,3415081042.545817,3395212880.2779546,3402500379.2117624
patient046,3296056629.508158,3302814762.125098,3310714266.5352826,3310099749.080872,3330593161.667862,3311356820.4721,3340369483.9044466,3336125300.7388954,3321715994.5489,3325576886.874225
patient207,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient154,360085049.4224426,362803461.97087854,366221519.9551004,357933147.4389347,371265174.0634047,365761193.289286,379112629.2396807,378752727.9324385,371266333.892562,373123266.3502954
patient047,3319496555.375931,3329828091.592499,3339670296.0356097,3332780736.3264685,3356592756.8431363,3336633355.789127,3368504728.933374,3363021330.880224,3346522722.762057,3349804199.005598
patient047,3308979709.974599,3319171966.0286,3326889458.179451,3318067231.5397234,3332808392.095275,3318587390.290118,3345031790.3865166,3340265321.965632,3329374947.764081,3333942811.807307
patient047,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient210,3644473734.071751,3656553344.2027135,3666254953.8672895,3664062229.215565,3715851854.3070154,3679678509.3453617,3728379852.338164,3724149262.479599,3687633778.3477545,3693232895.617757
patient288,3526717713.015641,3547796453.6185126,3556721405.22843,3562174957.0146976,3527929239.503313,3569346612.4685497,3555270717.099174,3549534834.2916527,3589784554.495252,3571663758.214078
patient215,3575034050.2978067,3584250630.186349,3607499641.733925,3612524483.852941,3653160313.945207,3616012506.787901,3664708566.537971,3659840646.364099,3624853559.167276,3629507482.1717753
patient213,3579933304.716836,3591904906.732465,3600946027.054616,3598673192.202404,3621231914.931808,3601528069.094781,3633021342.454225,3627991041.212681,3611328665.854009,3617265768.642645
patient010,3258737488.2542977,3267007241.9076,3276860270.951112,3273025727.218072,3301711358.6704,3274942414.562344,3311639561.276844,3307731365.8944,3285460928.2750754,3291246232.697205
patient010,3350574880.48146,3362763470.793686,3373704727.2542872,3364611455.762145,3392588888.5519066,3368252159.421904,3402072953.1684017,3398368790.221124,3377906887.629985,3384198441.675327
patient010,3315453392.4059124,3325777870.9836183,3335983763.612709,3334533515.8877764,3357887118.9201474,3336953210.665155,3368676072.330615,3364641194.1871085,3343861603.3910584,3348522758.828422
patient091,3312674457.2686024,3324190995.516185,3331989013.3680897,3344988824.9441423,3373406273.3188257,3344353385.3190966,3385116444.821645,3381193860.501061,3358245200.135734,3362547177.091616
patient091,3335913477.888279,3346029375.957592,3354221666.663034,3361956393.2099404,3388791582.764176,3365225956.00731,3384450346.838002,3396270327.984218,3379519989.574069,3381744249.863221
patient091,3357359745.2905383,3374988158.701643,3382418485.970005,3357947792.571071,3386719542.0102663,3361232956.3481245,3398478144.3887687,3392855026.1497893,3371398446.3630605,3377349664.159456
patient091,3332937026.312091,3346321669.2966337,3348826040.107921,3346167728.5238724,3382817936.7290635,3339302972.064768,3393599449.958297,3389061131.6429663,3375661875.1992984,3370463271.5759783
patient222,3622645229.0535088,3634807162.690945,3644614143.050298,3646476838.3418784,3655431571.606413,3649717231.077121,3669339697.865909,3664702339.741976,3660575292.941305,3662707747.128234
patient256,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient012,3293028416.4547663,3292298956.4117355,3312844573.57999,3319622026.27058,3357678072.975625,3318809259.804932,3368717052.4225,3364536521.390625,3333938140.2352304,3338794861.8455706
patient012,3347469831.533073,3342809558.573888,3364301961.599445,3348147768.3756394,3375670036.9336104,3352625551.979609,3387389762.0475,3379470463.125205,3367357946.468876,3372544626.9213805
patient119,367134757.1006616,370638666.9569943,373427058.1550094,372151710.8845632,379982134.147448,371957450.455878,383490483.26843095,382203350.0004728,375874718.66392064,376580784.43245673
patient094,3317583146.0188465,3326505812.3740883,3331221198.2828803,3321625708.5605946,3336855431.046221,3324142670.517097,3348388108.400009,3344440851.442373,3344458070.6353397,3339439206.09212
patient094,3340033601.048186,3338836979.8444567,3358290943.3204093,3344877541.007009,3373745869.9305644,3346874354.04054,3385829351.185886,3385328785.692103,3366188709.3809843,3370463271.5759783
patient094,3290532196.518028,3301270529.130984,3308030058.180595,3305025254.873256,3320031559.6667023,3304128175.587204,3332393966.659508,3328799717.533356,3318937638.502736,3319482900.949357
patient094,3337405145.9112244,3340931203.8635373,3355531556.6167026,3336476789.1110086,3354052838.459638,3340767442.947148,3365356332.874483,3369005425.9672885,3365812435.5468817,3370463271.5759783
patient238,3634177659.199375,3646238294.1619,3654180800.032217,3654390397.956753,3686520616.8836703,3657153979.809485,3698212392.812664,3694027620.673241,3665365384.7306175,3667030490.933764
patient149,360085049.4224426,358447773.37756646,366221519.9551004,360077447.8732108,375414147.94773513,356397431.04832256,379112629.2396807,359931038.87876064,364668685.0950318,368199899.8526957
patient149,357232467.61477435,361680987.5164668,362603632.1486561,362591741.2712216,363922385.67853945,364559767.0630202,371499008.2495557,364663916.3816558,369098294.0737218,368199899.8526957
patient090,3298553628.3166146,3309985964.696453,3320095546.0189924,3329971100.902503,3373393142.466034,3333232282.4158955,3386100214.8177085,3380328739.813002,3342688823.5715084,3348193116.510988
patient090,3380955408.6932697,3391980301.3041,3399989626.9249,3420840353.111361,3454984990.13977,3424168605.463778,3467038108.0336,3460708876.2841,3434714298.8432508,3430966409.41064
patient090,3187645089.296632,3198810100.6780047,3209074480.739074,3215056019.743296,3250401247.826222,3218124073.734144,3262918277.388724,3257085233.5146337,3227038884.649024,3271964728.966484
patient090,3325967700.431198,3337502149.386958,3346138146.339846,3353635256.470659,3384769416.76422,3356995884.8754325,3397611472.797759,3392070347.9621515,3367643776.08707,3370916603.409869
patient110,367019828.715792,370624143.0896854,373182704.1702384,368908031.6813038,374234183.6844444,371316999.7876989,373870759.9339623,372259877.974028,377845769.8524217,377078940.6237649
patient158,3328902244.514611,3340159837.520688,3349014798.105121,3357432558.327617,3397451240.695705,3365354582.3781886,3409321016.892249,3404005424.716656,3374891938.910046,3379290948.253403
patient158,3370627952.4063773,3371922091.4076624,3385379022.215352,3350284805.268265,3381281032.076687,3348078764.312812,3392333979.407664,3388352840.641624,3390400781.466393,3379802261.1280565
patient003,3312460459.330408,3333566226.257393,3335140649.488816,3322977771.5975637,3352570617.4827976,3325139403.130907,3362200970.5165434,3357954630.8513503,3356680015.352289,3350704098.7231884
patient173,3280541085.14292,3292006286.7302217,3299737456.2434497,3305025254.873256,3320855578.8753467,3307444477.944138,3332380872.6049385,3328202031.755102,3316798557.852316,3319482900.949357
patient157,3754929791.400929,3766281336.386848,3774962429.438235,3732868981.758316,3776320382.008991,3735725516.043624,3787662767.336702,3778042496.095224,3734206206.492771,3799278237.629684
patient144,3318585332.7415085,3331662831.939427,3340612388.3730545,3330536529.176591,3347270512.377412,3329644676.2934265,3363169601.929728,3350388741.968873,3356368855.7543783,3354319635.7315564
patient285,3192280163.780932,3203517831.0320697,3212903260.4608026,3212843386.7983875,3253443897.679916,2550073748.1434064,3265037952.536155,3260233112.833475,2568814190.868512,3271964728.966484
patient214,3539560443.836949,3551463172.639052,3559403101.871111,3562656234.591792,3575867655.4098883,3558372669.1930704,3585580621.618014,3581842031.5039053,3566777615.663291,3580988118.128109
patient080,3378170025.73046,3389114194.316127,3399967847.599708,3416339175.373152,3452715366.5222797,3412924566.8438296,3463478374.726808,3460276754.608312,3421243038.3686223,3422971000.894912
patient080,3330747805.798476,3338120341.2197266,3344094932.4225,3340987912.196134,3365173877.389101,3344335480.301262,3375002882.3006253,3371518095.8006253,3350847241.793488,3354734314.5388293
patient080,3219377433.832851,3229903731.852581,3232913282.598291,3248372375.1408377,3282545310.137695,3249824888.0653152,3294943914.3896284,3278898414.4400992,3257275504.2980914,3272026379.3208504
patient080,3352577339.4508214,3361816112.7982426,3370354316.544651,3371235821.23327,3353699194.248158,3374361124.2762995,3368513402.9779315,3361816112.7982426,3380914103.8102064,3370463271.5759783
patient262,3688387030.508513,3700536931.239592,3709255525.879048,3719980437.699087,3743212784.771707,3732101140.721736,3756557677.2791977,3751303832.583885,3755256190.988814,3727118824.137116
patient017,3324799880.939053,3340492453.483703,3344015451.533081,3349537422.113384,3378663788.389081,3353806512.93848,3389598841.898416,3385110899.380624,3365282220.918669,3369202327.1685047
patient017,3192280163.780932,3203517831.0320697,3212903260.4608026,3210631515.493384,3253443897.679916,3214229355.68242,3265037952.536155,3260233112.833475,3233125658.6360536,3272026379.3208504
patient017,3236273049.992918,3252147289.9119115,3263360018.7405105,3255541412.1518054,3276757833.101913,3260168844.6828747,3288429050.929207,3283418765.3074107,3262736854.916433,3287430860.105152
patient017,3348089158.1556253,3356207384.7469444,3364044466.813611,3333506772.3789363,3374200253.8844447,3337737672.611433,3385154821.0069447,3380527049.2900004,3361729710.3720217,3364061837.6579127
patient181,360085049.4224426,354536462.20086575,359827732.4143993,355435086.3186963,365073844.4259187,356791007.1480457,368716440.84169686,356600620.9825727,359198158.7505669,364569934.5872134
patient181,366183642.3915242,369601434.4741274,372248687.5164543,371350877.4965797,370418166.2926222,370888885.7588267,376792662.5913465,375224691.36724895,375770840.2743764,377501572.6378884
patient067,3313546651.955127,3322099041.6278825,3331592181.669569,3321964203.891544,3333060082.376489,3324783632.996559,3350747374.9943123,3341917582.4014816,3330886057.4121423,3339439206.09212
patient067,3297171241.0,3308506897.621989,3316272136.5024667,3324023113.016736,3364348009.0,3326818975.340278,3376579704.9254284,3372560195.0551524,3337817743.8225,3344988805.577584
patient067,3328984062.842618,3340361486.903191,3348409361.706869,3345232238.0581045,3369299643.7609854,3348429804.053059,3381170972.1195245,3377364037.101677,3355722831.898961,3358647042.730809
patient113,2497336339.6055,1459208874.2400548,1463157134.8635938,2521688575.617694,2555901224.703445,1464832097.265625,2566538650.845694,1470273129.1457338,1471340676.7093427,1012507049.0186232
patient113,360819619.31250656,363106333.37591326,366384819.2391297,362591741.2712216,366148832.4605697,362184153.3846113,368793795.32430047,368143405.44847566,369590411.7893066,372549308.8383722
patient170,3308088338.800277,3319601535.466944,3328514941.7802777,3319622026.27058,3347183668.5225,3324589588.4016056,3356497698.639013,3352984521.2792897,3333476318.479167,3338437101.8396573
patient023,3241849081.913832,3251934262.204444,3258989724.2300224,3271825969.8263617,3324831558.400363,3277351866.591759,3336503655.6553288,3332587959.1836734,3294258581.342916,3304818666.9744544
patient023,3330321467.3789062,3341844350.472656,3350677747.267151,3355829215.579833,3394486133.672852,3352316123.910028,3406724021.962162,3402131888.29126,3373231471.8515115,3375916944.985733
patient023,3261334541.723356,3272683345.766531,3281466476.1216326,3294121049.8487005,3342193207.4776416,3299218129.6925063,3354001611.7232647,3350215673.478458,3314021400.968405,3311717787.251776
patient007,3259106066.1697645,3279656422.7886987,3278195753.097806,3291492737.673132,3327319614.698225,3291849455.281394,3339337369.0,3336044322.25,3301793716.338442,3305652202.5966434
patient007,3364448934.9769,3375478695.2769003,3394186957.81079,3396957764.733173,3448584517.6225,3397680238.359377,3460963017.0025,3456836738.3169003,3410171448.6909127,3422971000.894912
patient007,3298617920.1634226,3309462624.0050297,3320327612.994418,3319594894.8902283,3352697452.970173,3321660909.3458138,3365116489.7866807,3361270851.6233587,3331608155.5000987,3337093496.9638534
patient007,3284625505.956411,3295064439.6249104,3303706008.0751176,3306300702.1648245,3339979477.641976,3306195882.574395,3351449357.7174206,3347844746.391001,3316329471.881542,3319942382.297578
patient280,3611869388.1363,3618078248.995241,3630537998.008068,3641090782.752341,3683377823.587289,3644233108.911551,3692389177.19618,3687937381.615705,3679230558.888918,3663930933.590365
patient125,357232467.61477435,355229075.70699453,358872840.99578387,352945772.8945224,360982568.4644016,353778481.0,362288380.46018165,355229075.70699453,363311176.69352657,364569934.5872134
patient194,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient107,367837405.7445368,371603405.3862727,373915498.063712,370866579.5969085,379237359.2985534,372565872.8287753,382275901.7694673,381002319.1138812,375057983.2057076,376158668.3118312
patient038,3316234397.0022774,3327751787.785777,3335890162.8547177,3330749783.6497264,3367487579.7155437,3339443037.493061,3379498385.3061447,3375753788.581543,3354253127.5502043,3354931428.9161787
patient038,3334838658.6233068,3346347078.2332997,3354884272.299789,3360628130.1085653,3406337902.1846657,3367956355.55317,3418555661.2703424,3414810569.5607333,3381470448.4155903,3385312933.5001545
patient038,3317479596.622559,3328968855.8068023,3337472318.8799357,3345817905.903726,3378284030.131844,3343470862.3529,3390730191.6284475,3387115480.214169,3366000569.835035,3359619627.9384084
patient251,3609709169.1525273,3621732964.645472,3629750158.034799,3630677627.363877,3658979610.25,3634097614.181896,3671852093.8785057,3665540884.294321,3646785149.011564,3650606282.61139
patient251,3609311467.842975,3621310405.0794406,3629420122.5772057,3629878253.9508433,3657238976.6355615,3632941854.61848,3670361259.048744,3663435978.702817,3646785149.011564,3650606282.61139
patient251,3544346638.9779053,3556255777.3697085,3564169083.5555744,3564869609.079875,3592422173.7603297,3568314930.043247,3605302210.625907,3598999550.036094,3581493522.756504,3580988118.128109
patient236,3533261963.797504,3545157355.418176,3554091302.44,3560443547.442744,3595251486.893056,3563470284.0839005,3607230506.930176,3603088982.341696,3571110572.941862,3580988118.128109
patient236,3537907759.43747,3549802004.674271,3558631268.598867,3566042751.0094743,3602920261.398539,3568980225.4787016,3614708546.810737,3610595553.375863,3576541945.4813223,3603343577.560546
patient236,3589134440.541857,3601126317.5910378,3610214120.003293,3617965773.393088,3657760005.584587,3621080526.3914337,3669667270.835864,3665526309.938457,3628742997.9779897,3650606282.61139
patient252,3645838214.157229,3657781416.362338,3666108342.240012,3674652229.713048,3649997189.918721,3677804094.845741,3664222077.033057,3658878128.56936,3691685962.5358777,3667030490.933764
patient244,3584968696.099525,3596953617.7211466,3604786184.340805,3608997561.246115,3641223014.326562,3612494849.8266296,3651718753.948183,3647090019.00662,3624475554.0255394,3613681782.8836985
patient281,3568776543.45167,3580657817.498666,3589746231.843002,3600510907.1126986,3646555721.5719,3603686781.5554647,3656115108.20873,3651944410.837375,3616793138.4484,3612332953.452522
patient026,3296056629.508158,3306067450.0723267,3309827093.2361183,3310787666.975309,3331571760.0532546,3313640479.5525165,3343223563.455621,3339436779.5440364,3323456843.379823,3325639494.938772
patient026,3323156193.262151,3332602980.1417766,3339384843.0873423,3339545737.3927646,3367001542.1373525,3344658202.3204,3377664242.854362,3374097523.2355285,3354252743.842294,3355243852.39656
patient199,3276548055.252028,3287973389.874407,3295939252.786792,3298689456.318966,3279216301.59059,3291873553.3823004,3293180576.925966,3287973389.874407,3315587506.526864,3303208677.4936385
patient032,3349492944.295152,3360963523.357606,3369923307.8394814,3372166748.277774,3396373324.1428504,3367796372.4888515,3408568377.327246,3405101785.5625,3383003271.95284,3387768419.664541
patient032,3303934170.3728714,3315400175.061903,3322028515.578166,3315953424.9418287,3345311134.959481,3321497304.5147567,3357740279.4354324,3354401374.4612107,3334542432.557026,3337974387.150636
patient032,3353079123.027867,3359371077.7425337,3362221779.646876,3343391634.5297265,3373641084.522844,3348703977.3001566,3388014580.1259456,3384565524.358846,3378041196.3441014,3373976630.3963165
patient032,3331172541.692501,3341488110.1861525,3348090192.488497,3336850608.167951,3362751763.481677,3343034376.7117653,3374709961.556686,3371218707.831512,3351441289.5772405,3354168122.197497
patient036,3296056629.508158,3300296046.15757,3308727261.146568,3305874832.663234,3335822809.98622,3310948851.418369,3344099085.937137,3339212183.773096,3321931799.677627,3325639494.938772
patient036,3300546911.4279847,3323789407.7843304,3323956294.552077,3317011755.459426,3319563755.511988,3319943399.1024995,3343138113.461455,3338928151.0180874,3351155625.003246,3334816792.5404067
patient036,3372059469.331482,3383614536.82682,3391860687.4243703,3388108645.837265,3420334599.068885,3393986387.400012,3431637851.864511,3428043125.609205,3405290561.2282314,3405505471.34737
patient006,3404314523.741692,3418559812.455217,3428564893.305502,3427924956.31831,3449765990.970645,3425450964.0559144,3460431718.90289,3456289631.704294,3435924046.6619635,3440475678.7319207
patient006,3304749006.330801,3315253003.6390624,3323840705.668114,3322684499.810324,3355808161.997133,3327606861.8156505,3366286492.2931786,3362113381.473478,3338533618.840749,3343730625.0
patient006,3389383833.916377,3405486612.4616966,3411867022.495252,3408352236.1286945,3445106990.87952,3412630574.5723624,3454210727.3660064,3450506668.594777,3429797908.8982034,3424562162.725857
patient226,3677797523.158862,3686221696.645289,3693266885.081586,3685931638.46967,3728144561.810471,3688858633.6813073,3738180429.589486,3734393776.877981,3716489267.60083,3693611846.104104
patient292,3192280163.780932,3203517831.0320697,3212903260.4608026,3230957797.7210984,3253443897.679916,3221890011.473708,3265037952.536155,3260233112.833475,3222120027.740969,3271261644.3781114
patient292,3622613737.683693,3654983576.1680098,3642858663.505002,3640902757.62444,3660586098.2931137,3629264515.140317,3679774885.99589,3672327009.544049,3654083227.430674,3660965603.420104
patient156,3256976318.050767,3268377091.2052126,3276322057.237888,3279959459.374078,3277164775.2243767,3284197455.230619,3290562074.861496,3285970291.147041,3287875510.247721,3292168654.017452
patient016,3327679937.29844,3338759524.0,3347802101.14892,3362221923.090733,3389356008.142061,3365351695.3875933,3405355849.1787534,3396882185.493828,3378899580.8623013,3377349664.159456
patient016,3260002607.5084605,3258145766.4573503,3280625669.216306,3281872358.368236,3307867203.4565845,3284762724.403165,3317872473.229068,3310865985.015625,3298459019.938915,3303537477.5777264
patient016,3279784418.7701635,3289170448.040538,3296415657.220122,3296642061.170769,3318588902.560026,3302324194.654696,3329852807.841262,3324666407.832441,3314794470.1641216,3308240120.213857
patient190,363899563.7877196,370791423.0639351,373427941.75705886,372412186.0840001,382687481.28,384816325.3716625,385209938.4851202,384177618.32002026,380143328.9107,378328681.3027224
patient190,363899563.7877196,370791423.0639351,373427941.75705886,372412186.0840001,382687481.28,417772825.1762967,385209938.4851202,384177618.32002026,380143328.9107,378328681.3027224
patient122,3310136498.6173472,3321653255.7602043,3329980604.063744,3336030223.7334,3372726827.0174475,3339401981.548763,3384348169.8640084,3380077799.5873647,3352175668.6619754,3352272566.073265
patient049,3330741571.748301,3347217958.1921477,3351342289.1990623,3359036284.0052032,3396642740.686166,3361721547.2226853,3407360620.589596,3403709277.8322425,3373907509.8783164,3374288107.6222963
patient049,3366576493.1462545,3377713146.795529,3387432664.808561,3389475886.65866,3420622683.152866,3392389865.53054,3430787442.067824,3427280426.531462,3402695738.6984425,3405505471.34737
patient049,3277442585.5562906,3288462973.7985754,3296026024.2980275,3296369707.97356,3296907420.0613585,3291377010.785578,3308832564.934669,3303821459.6364136,3300840711.650298,3301128400.032085
patient049,3369511414.981937,3381019675.765805,3389953169.179584,3391159057.996334,3423734704.4739027,3393098539.6640444,3434971561.440926,3430841320.002573,3407407968.899332,3405505471.34737
patient089,3378521999.13382,3383450270.0536923,3394186957.81079,3410087341.3771973,3443541083.180917,3410600150.118164,3452612678.2953067,3448979833.7010355,3418767394.2700806,3421650401.265625
patient089,3262753571.7937045,3268061315.6416,3282867117.4189816,3299219141.672307,3341327387.374656,3306119485.415029,3350434279.9800963,3346102333.014016,3320085435.9063363,3320357079.4658604
patient089,3312084955.280779,3321787420.0385075,3332636459.83525,3334533515.8877764,3360440826.807929,3334689453.041038,3369868485.215103,3365502325.966565,3343045846.849031,3345898213.2670703
patient089,3335588926.550256,3350132369.387584,3353321877.7554846,3338447374.1889424,3373081961.4976,3338520276.468932,3383087190.433344,3378751849.129024,3376415148.005102,3372091185.626074
patient235,3601135127.059981,3613147018.789304,3622186258.166318,3627086580.3129873,3664682852.599976,3630849389.653877,3675995076.54158,3671292970.752501,3638817511.299844,3650606282.61139
patient143,3260575115.765525,3274813864.5406084,3280175968.7352138,3289981483.767385,3328872614.290384,3291822974.2281685,3340410574.1308823,3336735789.3762417,3299735675.2218466,3304818666.9744544
patient072,3295366537.646566,3305590629.208401,3315511338.943186,3324114749.109504,3368918493.763152,3327130272.188512,3380217995.357377,3374468351.5900173,3336403484.770992,3344988805.577584
patient072,3318703576.281569,3330113426.36791,3338752434.1878133,3332911582.209643,3362491457.5031047,3338432570.443784,3373401135.6995373,3367816271.9079003,3347049333.730852,3349804199.005598
patient072,3373306088.164321,3384808860.1138325,3393859288.297113,3401075376.378787,3443499544.843723,3404033122.2942586,3454394033.8730965,3448639559.7598395,3418674930.0082726,3422971000.894912
patient072,3309196029.921428,3321645022.367347,3328761209.036626,3343386754.1953955,3380224801.0585074,3346905100.655964,3398450682.0538907,3392647481.4414062,3358987178.5750647,3362957172.3944097
patient267,3269024981.152448,3282102287.7570357,3305487791.2975206,3294552251.3755903,3334894863.4990144,3300241039.823982,3345704421.7520776,3342217290.5042453,3311548087.7574096,3310802217.797983
patient135,3261958214.0324626,3279558170.6571465,3305487791.2975206,3292906362.915799,3330824515.945852,3294763932.3841743,3341293401.3346515,3337288652.615017,3305064823.2440586,3303537477.5777264
patient189,3349908777.043031,3341444867.2468185,3355531556.6167026,3336476789.1110086,3354052838.459638,3339755900.082875,3365356332.874483,3367978449.19347,3366677320.369376,3370463271.5759783
patient180,3248302781.594916,3259711558.339102,3267611227.744727,3261560532.538639,3269702222.1814194,3277012042.344675,3283213600.4444447,3278614386.709032,3286716552.0115976,3288942210.49
patient180,3672733558.753008,3684846054.870183,3692913083.117844,3682423815.32664,3687298136.344453,3703088510.525981,3701734434.581421,3696776120.656048,3713491302.9338274,3715746818.338821
patient180,3619287264.262656,3630889478.3439054,3638426569.53796,3638896653.687429,3670659609.3759766,3642052029.5334287,3682670742.125156,3678223873.931407,3652766859.667605,3659453397.38436
patient180,3692220353.973349,3704297107.9270377,3712506656.34119,3704513714.911311,3709643056.564331,3706621662.4047,3723733131.0679736,3718721593.6349454,3730149687.155141,3704154761.53894
patient180,3626936375.532061,3638891829.2431335,3647009825.9637218,3655355994.6640215,3674712191.237079,3655174378.179186,3684326647.398844,3680618714.481185,3667505643.215995,3669136964.4166446
patient180,3438883144.139205,3450560246.681361,3458728607.00189,3448835846.681842,3441290436.576257,3437746148.901223,3456292728.233195,3450829951.9159923,3486137946.224806,3488502123.9328933
patient180,3563724627.409633,3575670418.5720506,3584156717.804342,3581576625.6005507,3617984510.626039,3595450393.557808,3630656870.192549,3626895762.367347,3604830275.877924,3607403503.9635215
patient081,3307474258.0472646,3318554321.2216067,3326219701.611193,3323381579.271605,3349611576.3450484,3326946962.708745,3360761174.689448,3356794310.154476,3340672268.7720118,3339439206.09212
patient081,3410066388.6643405,3421649654.068357,3428922249.0,3431972134.14624,3463969450.647824,3435003838.733512,3476938367.951889,3471381471.075977,3449867472.646555,3442287667.462093
patient081,3402905163.046935,3414294023.0566683,3422238023.632525,3425638353.9084477,3439935182.812574,3423150268.950134,3453870326.5878863,3447498382.0903964,3450034251.234436,3439450007.438262
patient081,3344157191.850396,3353307134.0381613,3360647381.190083,3361690873.81461,3388227204.3867435,3365100218.9760666,3400424901.8185616,3395658525.584458,3380757746.8676805,3379802261.1280565
patient294,3534526748.571273,3545418851.1314406,3554384060.985761,3566138925.0792146,3567618401.8308945,3571349847.57556,3552079082.1940503,3546287696.9815435,3583589615.057256,3589937769.5854063
patient068,3373734460.591837,3385167288.6077094,3394695083.2382374,3391159057.996334,3417652330.952948,3394874351.279157,3428477509.064768,3424557656.744933,3403173811.653969,3409319544.764714
